VALUE,BPS_CODE,BPS_NAME,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,R,G,B,RED,GREEN,BLUE
1753,14400,Tamaulipan Clay Grassland,99,1,-9999,235,87,0,0.921569,0.341176,0
1754,14420,South Texas Sand Sheet Grassland,100,-9999,-9999,255,237,207,1,0.929412,0.811765
1755,14670,Tamaulipan Floodplain,42,-9999,58,102,181,205,0.4,0.709804,0.803922
1756,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,10,15,75,102,119,205,0.4,0.466667,0.803922
1757,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,5,5,90,171,185,235,0.670588,0.72549,0.921569
1758,14760,Tamaulipan Riparian Systems,-9999,-9999,100,171,214,235,0.670588,0.839216,0.921569
1759,14800,Gulf and Atlantic Coastal Plain Swamp Systems,40,-9999,60,102,212,179,0.4,0.831373,0.701961
1760,14860,Texas-Louisiana Saline Coastal Prairie,100,-9999,-9999,245,185,47,0.960784,0.72549,0.184314
1761,14900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,100,-9999,-9999,255,235,0,1,0.921569,0
1762,14950,Western Great Plains Depressional Wetland Systems,100,-9999,-9999,104,0,156,0.407843,0,0.611765
1763,15190,East-Central Texas Plains Post Oak Savanna and Woodland,8,8,84,207,148,10,0.811765,0.580392,0.039216
1764,13070,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,2,9,89,222,205,149,0.870588,0.803922,0.584314
1765,13250,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,9,22,69,168,124,35,0.658824,0.486275,0.137255
1766,13270,East Gulf Coastal Plain Northern Loess Bluff Forest,21,24,55,232,161,212,0.909804,0.631373,0.831373
1767,13280,East Gulf Coastal Plain Limestone Forest,4,7,89,195,255,74,0.764706,1,0.290196
1768,13290,East Gulf Coastal Plain Southern Loess Bluff Forest,19,22,59,168,8,54,0.658824,0.031373,0.211765
1769,13300,Southern Coastal Plain Dry Upland Hardwood Forest,4,7,89,245,231,186,0.960784,0.905882,0.729412
1770,13490,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,3,1,96,152,176,0,0.596078,0.690196,0
1771,13530,Southern Appalachian Low-Elevation Pine Forest,5,11,84,255,200,97,1,0.784314,0.380392
1772,13570,Southern Coastal Plain Mesic Slope Forest,9,22,69,191,151,71,0.74902,0.592157,0.278431
1773,13680,Southern Piedmont Dry Oak(-Pine) Forest,2,2,96,211,186,255,0.827451,0.729412,1
1774,13720,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,4,8,88,223,97,255,0.87451,0.380392,1
1775,14300,Southern Coastal Plain Blackland Prairie and Woodland,5,92,3,255,142,107,1,0.556863,0.419608
1776,14550,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,9,-9999,91,77,33,156,0.301961,0.129412,0.611765
1777,14610,Southern Coastal Plain Seepage Swamp and Baygall,55,45,-9999,190,232,255,0.745098,0.909804,1
1778,14680,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,14,35,51,68,79,145,0.266667,0.309804,0.568627
1779,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
1780,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,46,-9999,54,102,119,205,0.4,0.466667,0.803922
1781,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,14,34,52,171,185,235,0.670588,0.72549,0.921569
1782,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,100,102,212,179,0.4,0.831373,0.701961
1783,13280,East Gulf Coastal Plain Limestone Forest,4,7,89,195,255,74,0.764706,1,0.290196
1784,13290,East Gulf Coastal Plain Southern Loess Bluff Forest,19,22,59,168,8,54,0.658824,0.031373,0.211765
1785,13300,Southern Coastal Plain Dry Upland Hardwood Forest,4,7,89,245,231,186,0.960784,0.905882,0.729412
1786,13490,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,3,1,96,152,176,0,0.596078,0.690196,0
1787,13560,Florida Longleaf Pine Sandhill,1,1,98,76,186,10,0.298039,0.729412,0.039216
1788,13570,Southern Coastal Plain Mesic Slope Forest,9,22,69,191,151,71,0.74902,0.592157,0.278431
1789,13720,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,4,8,88,223,97,255,0.87451,0.380392,1
1790,13800,East Gulf Coastal Plain Maritime Forest,23,2,75,214,130,255,0.839216,0.509804,1
1791,14350,East Gulf Coastal Plain Dune and Coastal Grassland,-9999,-9999,-9999,132,54,222,0.517647,0.211765,0.870588
1792,14540,East Gulf Coastal Plain Near-Coast Pine Flatwoods,3,1,96,149,227,118,0.584314,0.890196,0.462745
1793,14550,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,9,-9999,91,77,33,156,0.301961,0.129412,0.611765
1794,14600,Southern Coastal Plain Nonriverine Cypress Dome,7,-9999,93,168,10,0,0.658824,0.039216,0
1795,14610,Southern Coastal Plain Seepage Swamp and Baygall,55,45,-9999,190,232,255,0.745098,0.909804,1
1796,14680,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,14,35,51,68,79,145,0.266667,0.309804,0.568627
1797,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,46,-9999,54,102,119,205,0.4,0.466667,0.803922
1798,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,14,34,52,171,185,235,0.670588,0.72549,0.921569
1799,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,100,102,212,179,0.4,0.831373,0.701961
1800,14850,East Gulf Coastal Plain Savanna and Wet Prairie,2,1,97,255,217,120,1,0.85098,0.470588
1801,14890,Floridian Highlands Freshwater Marsh,93,7,-9999,240,255,94,0.941176,1,0.368627
1802,14900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,98,2,-9999,255,235,0,1,0.921569,0
1803,14980,Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,-9999,-9999,-9999,171,97,56,0.670588,0.380392,0.219608
1804,13150,Southern Appalachian Oak Forest,2,10,88,181,227,194,0.709804,0.890196,0.760784
1805,13160,Southern Piedmont Mesic Forest,8,12,80,99,199,125,0.388235,0.780392,0.490196
1806,13180,Southern and Central Appalachian Cove Forest,8,15,77,138,177,255,0.541176,0.694118,1
1807,13420,Piedmont Hardpan Woodland and Forest,2,1,97,237,94,54,0.929412,0.368627,0.211765
1808,13510,Southeastern Interior Longleaf Pine Woodland,1,1,98,143,161,26,0.560784,0.631373,0.101961
1809,13520,Southern Appalachian Montane Pine Forest and Woodland,6,5,89,117,71,197,0.458824,0.278431,0.772549
1810,13530,Southern Appalachian Low-Elevation Pine Forest,5,11,84,255,200,97,1,0.784314,0.380392
1811,13680,Southern Piedmont Dry Oak(-Pine) Forest,2,2,96,211,186,255,0.827451,0.729412,1
1812,14710,Central Interior and Appalachian Floodplain Systems,13,21,66,0,191,176,0,0.74902,0.690196
1813,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
1814,13090,Southern Appalachian Northern Hardwood Forest,25,25,50,163,156,46,0.639216,0.611765,0.180392
1815,13150,Southern Appalachian Oak Forest,2,10,88,181,227,194,0.709804,0.890196,0.760784
1816,13160,Southern Piedmont Mesic Forest,8,12,80,99,199,125,0.388235,0.780392,0.490196
1817,13170,Allegheny-Cumberland Dry Oak Forest and Woodland,9,18,73,186,184,148,0.729412,0.721569,0.580392
1818,13180,Southern and Central Appalachian Cove Forest,8,15,77,138,177,255,0.541176,0.694118,1
1819,13200,Central and Southern Appalachian Montane Oak Forest,14,22,64,180,130,180,0.705882,0.509804,0.705882
1820,13210,South-Central Interior Mesophytic Forest,8,13,79,71,135,148,0.278431,0.529412,0.580392
1821,13500,Central and Southern Appalachian Spruce-Fir Forest,54,46,-9999,207,214,51,0.811765,0.839216,0.2
1822,13520,Southern Appalachian Montane Pine Forest and Woodland,6,5,89,117,71,197,0.458824,0.278431,0.772549
1823,13530,Southern Appalachian Low-Elevation Pine Forest,5,11,84,255,200,97,1,0.784314,0.380392
1824,13680,Southern Piedmont Dry Oak(-Pine) Forest,2,2,96,211,186,255,0.827451,0.729412,1
1825,13760,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,4,6,90,222,153,122,0.870588,0.6,0.478431
1826,14140,Southern Appalachian Grass and Shrub Bald,55,45,-9999,240,10,10,0.941176,0.039216,0.039216
1827,14710,Central Interior and Appalachian Floodplain Systems,13,21,66,0,191,176,0,0.74902,0.690196
1828,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
1829,13160,Southern Piedmont Mesic Forest,8,12,80,99,199,125,0.388235,0.780392,0.490196
1830,13300,Southern Coastal Plain Dry Upland Hardwood Forest,4,7,89,245,231,186,0.960784,0.905882,0.729412
1831,13430,Atlantic Coastal Plain Mesic Hardwood Forest,9,22,69,168,112,0,0.658824,0.439216,0
1832,13460,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,3,1,96,78,156,26,0.305882,0.611765,0.101961
1833,13490,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,3,1,96,152,176,0,0.596078,0.690196,0
1834,13510,Southeastern Interior Longleaf Pine Woodland,1,1,98,143,161,26,0.560784,0.631373,0.101961
1835,13520,Southern Appalachian Montane Pine Forest and Woodland,6,5,89,117,71,197,0.458824,0.278431,0.772549
1836,13530,Southern Appalachian Low-Elevation Pine Forest,5,11,84,255,200,97,1,0.784314,0.380392
1837,13680,Southern Piedmont Dry Oak(-Pine) Forest,2,2,96,211,186,255,0.827451,0.729412,1
1838,14710,Central Interior and Appalachian Floodplain Systems,13,21,66,0,191,176,0,0.74902,0.690196
1839,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
1840,13030,Northeastern Interior Dry-Mesic Oak Forest,53,22,25,215,185,100,0.843137,0.72549,0.392157
1841,13160,Southern Piedmont Mesic Forest,8,12,80,99,199,125,0.388235,0.780392,0.490196
1842,13240,Northern Atlantic Coastal Plain Hardwood Forest,8,8,84,161,112,90,0.631373,0.439216,0.352941
1843,13350,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,4,7,89,230,205,156,0.901961,0.803922,0.611765
1844,13430,Atlantic Coastal Plain Mesic Hardwood Forest,8,9,83,168,112,0,0.658824,0.439216,0
1845,13470,Atlantic Coastal Plain Upland Longleaf Pine Woodland,3,1,96,135,186,24,0.529412,0.729412,0.094118
1846,13520,Southern Appalachian Montane Pine Forest and Woodland,6,5,89,117,71,197,0.458824,0.278431,0.772549
1847,13530,Southern Appalachian Low-Elevation Pine Forest,5,11,84,255,200,97,1,0.784314,0.380392
1848,13550,Northern Atlantic Coastal Plain Pitch Pine Barrens,10,25,65,255,165,82,1,0.647059,0.321569
1849,13610,Central Atlantic Coastal Plain Maritime Forest,14,42,44,237,0,229,0.929412,0,0.898039
1850,13680,Southern Piedmont Dry Oak(-Pine) Forest,2,2,96,211,186,255,0.827451,0.729412,1
1851,13690,Central Appalachian Dry Oak-Pine Forest,8,3,89,0,255,220,0,1,0.862745
1852,13700,Appalachian (Hemlock-)Northern Hardwood Forest,53,47,-9999,214,255,145,0.839216,1,0.568627
1853,13750,Eastern Serpentine Woodland,6,8,86,229,94,99,0.898039,0.368627,0.388235
1854,13770,Central Appalachian Pine-Oak Rocky Woodland,46,50,4,255,0,77,1,0,0.301961
1855,13790,Northern Atlantic Coastal Plain Maritime Forest,10,5,85,237,0,179,0.929412,0,0.701961
1856,14000,Central Appalachian Alkaline Glade and Woodland,78,21,1,255,153,229,1,0.6,0.898039
1857,14360,Northern Atlantic Coastal Plain Dune and Swale,63,37,-9999,100,31,87,0.392157,0.121569,0.341176
1858,14490,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,3,2,95,143,237,41,0.560784,0.929412,0.160784
1859,14520,Atlantic Coastal Plain Peatland Pocosin and Canebrake,53,47,-9999,255,125,0,1,0.490196,0
1860,14680,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,8,30,62,68,79,145,0.266667,0.309804,0.568627
1861,14710,Central Interior and Appalachian Floodplain Systems,13,21,66,0,191,176,0,0.74902,0.690196
1862,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
1863,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,47,-9999,53,102,119,205,0.4,0.466667,0.803922
1864,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,14,34,52,171,185,235,0.670588,0.72549,0.921569
1865,14790,Central Interior and Appalachian Swamp Systems,57,-9999,43,207,61,255,0.811765,0.239216,1
1866,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,100,102,212,179,0.4,0.831373,0.701961
1867,14900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,98,2,-9999,255,235,0,1,0.921569,0
1868,14980,Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,-9999,-9999,-9999,171,97,56,0.670588,0.380392,0.219608
1869,15010,Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,82,18,-9999,99,214,255,0.388235,0.839216,1
1870,13030,Northeastern Interior Dry-Mesic Oak Forest,14,23,63,215,185,100,0.843137,0.72549,0.392157
1871,13150,Southern Appalachian Oak Forest,2,10,88,181,227,194,0.709804,0.890196,0.760784
1872,13160,Southern Piedmont Mesic Forest,8,12,80,99,199,125,0.388235,0.780392,0.490196
1873,13170,Allegheny-Cumberland Dry Oak Forest and Woodland,9,18,73,186,184,148,0.729412,0.721569,0.580392
1874,13180,Southern and Central Appalachian Cove Forest,8,15,77,138,177,255,0.541176,0.694118,1
1875,13200,Central and Southern Appalachian Montane Oak Forest,14,22,64,180,130,180,0.705882,0.509804,0.705882
1876,13210,South-Central Interior Mesophytic Forest,9,14,77,71,135,148,0.278431,0.529412,0.580392
1877,13400,Appalachian Shale Barrens,-9999,100,-9999,156,156,156,0.611765,0.611765,0.611765
1878,13500,Central and Southern Appalachian Spruce-Fir Forest,93,7,-9999,144,43,181,0.564706,0.168627,0.709804
1879,13520,Southern Appalachian Montane Pine Forest and Woodland,6,5,89,117,71,197,0.458824,0.278431,0.772549
1880,13530,Southern Appalachian Low-Elevation Pine Forest,5,11,84,255,200,97,1,0.784314,0.380392
1881,13680,Southern Piedmont Dry Oak(-Pine) Forest,2,2,96,211,186,255,0.827451,0.729412,1
1882,13690,Central Appalachian Dry Oak-Pine Forest,8,3,89,0,255,220,0,1,0.862745
1883,13700,Appalachian (Hemlock-)Northern Hardwood Forest,51,49,-9999,214,255,145,0.839216,1,0.568627
1884,13760,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,4,6,90,222,153,122,0.870588,0.6,0.478431
1885,13770,Central Appalachian Pine-Oak Rocky Woodland,46,50,4,255,0,77,1,0,0.301961
1886,14000,Central Appalachian Alkaline Glade and Woodland,78,21,1,255,153,229,1,0.6,0.898039
1887,14710,Central Interior and Appalachian Floodplain Systems,13,21,66,0,191,176,0,0.74902,0.690196
1888,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
1889,14790,Central Interior and Appalachian Swamp Systems,57,-9999,43,207,61,255,0.811765,0.239216,1
1890,13020,Laurentian-Acadian Northern Hardwoods Forest,100,-9999,-9999,76,230,0,0.298039,0.901961,0
1891,13030,Northeastern Interior Dry-Mesic Oak Forest,14,23,63,215,185,100,0.843137,0.72549,0.392157
1892,13210,South-Central Interior Mesophytic Forest,9,14,77,71,135,148,0.278431,0.529412,0.580392
1893,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,16,11,73,255,191,191,1,0.74902,0.74902
1894,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,32,15,53,208,255,99,0.815686,1,0.388235
1895,13690,Central Appalachian Dry Oak-Pine Forest,8,3,89,0,255,220,0,1,0.862745
1896,13700,Appalachian (Hemlock-)Northern Hardwood Forest,53,47,-9999,214,255,145,0.839216,1,0.568627
1897,13730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,100,-9999,-9999,130,160,100,0.509804,0.627451,0.392157
1898,13770,Central Appalachian Pine-Oak Rocky Woodland,46,50,4,255,0,77,1,0,0.301961
1899,14000,Central Appalachian Alkaline Glade and Woodland,78,21,1,255,153,229,1,0.6,0.898039
1900,14710,Central Interior and Appalachian Floodplain Systems,13,21,66,0,191,176,0,0.74902,0.690196
1901,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
1902,14750,Laurentian-Acadian Floodplain Systems,-9999,14,86,122,143,245,0.478431,0.560784,0.960784
1903,14770,Boreal Acidic Peatland Systems,15,-9999,85,106,0,138,0.415686,0,0.541176
1904,14790,Central Interior and Appalachian Swamp Systems,57,-9999,43,207,61,255,0.811765,0.239216,1
1905,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,100,-9999,-9999,232,189,255,0.909804,0.741176,1
1906,14920,Great Lakes Coastal Marsh Systems,-9999,-9999,-9999,122,245,202,0.478431,0.960784,0.792157
1907,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,100,-9999,-9999,0,168,107,0,0.658824,0.419608
1908,15180,North-Central Interior Wet Flatwoods,100,-9999,-9999,211,237,38,0.827451,0.929412,0.14902
1909,13030,Northeastern Interior Dry-Mesic Oak Forest,15,11,74,215,185,100,0.843137,0.72549,0.392157
1910,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,18,24,58,176,163,222,0.690196,0.639216,0.870588
1911,13130,North-Central Interior Beech-Maple Forest,45,-9999,55,0,156,44,0,0.611765,0.172549
1912,13170,Allegheny-Cumberland Dry Oak Forest and Woodland,21,7,72,186,184,148,0.729412,0.721569,0.580392
1913,13210,South-Central Interior Mesophytic Forest,20,24,56,71,135,148,0.278431,0.529412,0.580392
1914,13700,Appalachian (Hemlock-)Northern Hardwood Forest,51,49,-9999,214,255,145,0.839216,1,0.568627
1915,14710,Central Interior and Appalachian Floodplain Systems,-9999,14,86,0,191,176,0,0.74902,0.690196
1916,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
1917,14790,Central Interior and Appalachian Swamp Systems,100,-9999,-9999,207,61,255,0.811765,0.239216,1
1918,14930,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,100,-9999,-9999,240,150,20,0.941176,0.588235,0.078431
1919,15180,North-Central Interior Wet Flatwoods,100,-9999,-9999,211,237,38,0.827451,0.929412,0.14902
1920,13020,Laurentian-Acadian Northern Hardwoods Forest,100,-9999,-9999,76,230,0,0.298039,0.901961,0
1921,13030,Northeastern Interior Dry-Mesic Oak Forest,14,23,63,215,185,100,0.843137,0.72549,0.392157
1922,13240,Northern Atlantic Coastal Plain Hardwood Forest,8,8,84,161,112,90,0.631373,0.439216,0.352941
1923,13550,Northern Atlantic Coastal Plain Pitch Pine Barrens,10,25,65,255,165,82,1,0.647059,0.321569
1924,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,16,11,73,255,191,191,1,0.74902,0.74902
1925,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,32,15,53,208,255,99,0.815686,1,0.388235
1926,13690,Central Appalachian Dry Oak-Pine Forest,8,3,89,0,255,220,0,1,0.862745
1927,13700,Appalachian (Hemlock-)Northern Hardwood Forest,53,47,-9999,214,255,145,0.839216,1,0.568627
1928,13730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,100,-9999,-9999,130,160,100,0.509804,0.627451,0.392157
1929,13740,Acadian-Appalachian Montane Spruce-Fir Forest,100,-9999,-9999,144,107,181,0.564706,0.419608,0.709804
1930,13770,Central Appalachian Pine-Oak Rocky Woodland,46,50,4,255,0,77,1,0,0.301961
1931,13790,Northern Atlantic Coastal Plain Maritime Forest,10,5,85,237,0,179,0.929412,0,0.701961
1932,14360,Northern Atlantic Coastal Plain Dune and Swale,62,38,-9999,100,31,87,0.392157,0.121569,0.341176
1933,14710,Central Interior and Appalachian Floodplain Systems,14,20,66,0,191,176,0,0.74902,0.690196
1934,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
1935,14750,Laurentian-Acadian Floodplain Systems,-9999,14,86,122,143,245,0.478431,0.560784,0.960784
1936,14770,Boreal Acidic Peatland Systems,15,-9999,85,106,0,138,0.415686,0,0.541176
1937,14790,Central Interior and Appalachian Swamp Systems,57,-9999,43,207,61,255,0.811765,0.239216,1
1938,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,100,102,212,179,0.4,0.831373,0.701961
1939,14900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,100,-9999,-9999,255,235,0,1,0.921569,0
1940,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,100,-9999,-9999,0,168,107,0,0.658824,0.419608
1941,15180,North-Central Interior Wet Flatwoods,100,-9999,-9999,211,237,38,0.827451,0.929412,0.14902
1942,15260,Laurentian-Acadian Swamp Systems,100,-9999,-9999,232,160,255,0.909804,0.627451,1
1943,13020,Laurentian-Acadian Northern Hardwoods Forest,100,-9999,-9999,76,230,0,0.298039,0.901961,0
1944,13030,Northeastern Interior Dry-Mesic Oak Forest,14,23,63,215,185,100,0.843137,0.72549,0.392157
1945,13540,Northeastern Interior Pine Barrens,10,24,66,255,196,82,1,0.768627,0.321569
1946,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,16,11,73,255,191,191,1,0.74902,0.74902
1947,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,32,15,53,208,255,99,0.815686,1,0.388235
1948,13690,Central Appalachian Dry Oak-Pine Forest,8,3,89,0,255,220,0,1,0.862745
1949,13700,Appalachian (Hemlock-)Northern Hardwood Forest,53,47,-9999,214,255,145,0.839216,1,0.568627
1950,13730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,100,-9999,-9999,130,160,100,0.509804,0.627451,0.392157
1951,13740,Acadian-Appalachian Montane Spruce-Fir Forest,100,-9999,-9999,144,107,181,0.564706,0.419608,0.709804
1952,13770,Central Appalachian Pine-Oak Rocky Woodland,46,50,4,255,0,77,1,0,0.301961
1953,13890,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,27,51,22,150,255,231,0.588235,1,0.905882
1954,14000,Central Appalachian Alkaline Glade and Woodland,78,21,1,255,153,229,1,0.6,0.898039
1955,14090,Great Lakes Alvar,88,12,-9999,227,235,117,0.890196,0.921569,0.458824
1956,14710,Central Interior and Appalachian Floodplain Systems,14,20,66,0,191,176,0,0.74902,0.690196
1957,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
1958,14750,Laurentian-Acadian Floodplain Systems,-9999,14,86,122,143,245,0.478431,0.560784,0.960784
1959,14770,Boreal Acidic Peatland Systems,15,-9999,85,106,0,138,0.415686,0,0.541176
1960,14790,Central Interior and Appalachian Swamp Systems,57,-9999,43,207,61,255,0.811765,0.239216,1
1961,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,100,102,212,179,0.4,0.831373,0.701961
1962,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,100,-9999,-9999,0,168,107,0,0.658824,0.419608
1963,15180,North-Central Interior Wet Flatwoods,100,-9999,-9999,211,237,38,0.827451,0.929412,0.14902
1964,15260,Laurentian-Acadian Swamp Systems,100,-9999,-9999,232,160,255,0.909804,0.627451,1
1965,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,17,27,56,176,163,222,0.690196,0.639216,0.870588
1966,13110,North-Central Interior Dry Oak Forest and Woodland,6,6,88,179,207,143,0.701961,0.811765,0.560784
1967,13130,North-Central Interior Beech-Maple Forest,45,-9999,55,0,156,44,0,0.611765,0.172549
1968,13940,North-Central Interior Oak Savanna,1,3,96,230,213,138,0.901961,0.835294,0.541176
1969,13950,North-Central Oak Barrens,1,2,97,255,235,176,1,0.921569,0.690196
1970,14110,Great Lakes Wet-Mesic Lakeplain Prairie,100,-9999,-9999,235,255,0,0.921569,1,0
1971,14120,North-Central Interior Sand and Gravel Tallgrass Prairie,96,-9999,4,214,0,157,0.839216,0,0.615686
1972,14210,Central Tallgrass Prairie,100,-9999,-9999,232,255,196,0.909804,1,0.768627
1973,14710,Central Interior and Appalachian Floodplain Systems,-9999,14,86,0,191,176,0,0.74902,0.690196
1974,14790,Central Interior and Appalachian Swamp Systems,100,-9999,-9999,207,61,255,0.811765,0.239216,1
1975,14920,Great Lakes Coastal Marsh Systems,-9999,-9999,-9999,122,245,202,0.478431,0.960784,0.792157
1976,14930,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,100,-9999,-9999,240,150,20,0.941176,0.588235,0.078431
1977,15180,North-Central Interior Wet Flatwoods,100,-9999,-9999,211,237,38,0.827451,0.929412,0.14902
1978,13020,Laurentian-Acadian Northern Hardwoods Forest,100,-9999,-9999,76,230,0,0.298039,0.901961,0
1979,13240,Northern Atlantic Coastal Plain Hardwood Forest,8,8,84,161,112,90,0.631373,0.439216,0.352941
1980,13440,Boreal Jack Pine-Black Spruce Forest,100,-9999,-9999,255,140,140,1,0.54902,0.54902
1981,13540,Northeastern Interior Pine Barrens,10,24,66,255,196,82,1,0.768627,0.321569
1982,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,16,11,73,255,191,191,1,0.74902,0.74902
1983,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,32,15,53,208,255,99,0.815686,1,0.388235
1984,13690,Central Appalachian Dry Oak-Pine Forest,8,3,89,0,255,220,0,1,0.862745
1985,13700,Appalachian (Hemlock-)Northern Hardwood Forest,53,47,-9999,214,255,145,0.839216,1,0.568627
1986,13730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,100,-9999,-9999,130,160,100,0.509804,0.627451,0.392157
1987,13740,Acadian-Appalachian Montane Spruce-Fir Forest,100,-9999,-9999,144,107,181,0.564706,0.419608,0.709804
1988,13770,Central Appalachian Pine-Oak Rocky Woodland,46,50,4,255,0,77,1,0,0.301961
1989,13860,Acadian-Appalachian Alpine Tundra,-9999,-9999,-9999,200,3,125,0.784314,0.011765,0.490196
1990,13890,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,27,51,22,150,255,231,0.588235,1,0.905882
1991,14360,Northern Atlantic Coastal Plain Dune and Swale,62,38,-9999,100,31,87,0.392157,0.121569,0.341176
1992,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
1993,14750,Laurentian-Acadian Floodplain Systems,-9999,14,86,122,143,245,0.478431,0.560784,0.960784
1994,14770,Boreal Acidic Peatland Systems,15,-9999,85,106,0,138,0.415686,0,0.541176
1995,14790,Central Interior and Appalachian Swamp Systems,57,-9999,43,207,61,255,0.811765,0.239216,1
1996,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,100,102,212,179,0.4,0.831373,0.701961
1997,14900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,100,-9999,-9999,255,235,0,1,0.921569,0
1998,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,100,-9999,-9999,0,168,107,0,0.658824,0.419608
1999,15260,Laurentian-Acadian Swamp Systems,100,-9999,-9999,232,160,255,0.909804,0.627451,1
2000,13050,Southern Interior Low Plateau Dry-Mesic Oak Forest,88,1,11,184,156,33,0.721569,0.611765,0.129412
2001,13090,Southern Appalachian Northern Hardwood Forest,25,25,50,163,156,46,0.639216,0.611765,0.180392
2002,13150,Southern Appalachian Oak Forest,2,10,88,181,227,194,0.709804,0.890196,0.760784
2003,13170,Allegheny-Cumberland Dry Oak Forest and Woodland,6,1,93,186,184,148,0.729412,0.721569,0.580392
